Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2021,"Justin Upton","LAA",255,0.08627451,0.29803922,0.28947368,0.20524017,0.27165354,0.37991266,0.6515662,0.17467249,0.25342466,23.876986880346085,-7.002597633258556,0.2812358626699823,75.7853202499024,5222
2021,"Justin Turner","LAD",435,0.10574713,0.16321839,0.64788732,0.28609626,0.37471264,0.46256684,0.83727948,0.17647058,0.30927835,69.99184644159378,17.314908153679976,0.3625355157358893,129.3665166473982,5235
2021,"Robbie Grossman","DET",465,0.15268817,0.24301075,0.62831858,0.22077922,0.34698276,0.38701299,0.73399575,0.16623377,0.26923077,59.79862874618249,3.4887981625504945,0.32349460541296937,104.57771921926509,5254
2021,"Sandy Leon","MIA",155,0.03870968,0.34193548,0.11320755,0.16551724,0.20645161,0.26896552,0.47541713,0.10344828,0.22222222,5.162071099586127,-13.607872428291204,0.2083168948850324,30.572462202883305,5273
2021,"Brandon Crawford","SFG",399,0.11027569,0.1679198,0.65671642,0.31896552,0.40100251,0.56034483,0.96134734,0.24137931,0.3509434,77.68734817487312,29.369880641821158,0.40339269604695055,156.3144551344729,5343
2021,"Freddie Freeman","ATL",503,0.13717694,0.15109344,0.90789474,0.31701632,0.41550696,0.53379953,0.94930649,0.21678321,0.33939394,95.8674128220746,34.95591866386622,0.39842053734865346,147.69585678183836,5361
2021,"Juan Lagares","LAA",208,0.03365385,0.25,0.13461538,0.22727273,0.25365854,0.32828283,0.58194137,0.1010101,0.29370629,14.507033809062834,-10.68101944124997,0.2523616546537818,56.27933059782815,5384
2021,"Jose Altuve","HOU",471,0.10615711,0.1358811,0.78125,0.27777778,0.3566879,0.50483092,0.86151882,0.22705314,0.27575758,76.97268978664785,19.936280743872224,0.36558511707065966,135.68445072240502,5417
2021,"Ji-Man Choi","TBR",227,0.16740088,0.25110132,0.66666667,0.24468085,0.37444934,0.46808511,0.84253445,0.22340426,0.29166667,37.197603435191866,9.708718397590872,0.3661194853320521,138.89804368891964,5452
2021,"Abraham Almonte","ATL",142,0.16197183,0.20422535,0.79310345,0.23728814,0.35915493,0.44915254,0.80830747,0.2118644,0.27058824,21.446512389060416,4.250822189327636,0.3506074518385068,116.63131127043708,5486
2021,"Marwin Gonzalez","2 Tms",219,0.07305936,0.29223744,0.25,0.17708333,0.2706422,0.25,0.5206422,0.07291667,0.24603175,13.299146322998956,-13.220967435743853,0.24150497186074563,45.600355529407686,5497
2021,"Kyle Higashioka","NYY",142,0.0915493,0.3028169,0.30232558,0.15503876,0.23239437,0.3255814,0.55797577,0.17054264,0.18518519,9.004911848009339,-8.190778351723441,0.2447103975524365,52.28465742034063,5517
2021,"Avisail Garcia","MIL",387,0.04651163,0.25064599,0.18556701,0.25770308,0.30490956,0.4789916,0.78390116,0.22128852,0.28630705,52.336405510579205,5.472094895814517,0.33151631667206327,105.24247830397113,5760
2021,"Wilmer Flores","SFG",287,0.10801394,0.11149826,0.96875,0.248,0.33449477,0.436,0.77049477,0.188,0.23923445,39.18267497464884,4.428005345611467,0.33307402038408074,110.6278470203172,5827
2021,"Leury Garcia","CHW",335,0.10149254,0.19104478,0.53125,0.26116838,0.34242424,0.37457045,0.71699469,0.11340207,0.32,41.19481918581015,0.6275218836236549,0.3166904707749685,100.99269960385983,5913
2021,"Jean Segura","PHI",384,0.0546875,0.14583333,0.375,0.27920228,0.33159269,0.4045584,0.73615109,0.12535612,0.31034483,48.34476139099814,1.8437400058052626,0.3202296103260847,97.88774376077083,5933
2021,"Didi Gregorius","PHI",302,0.05960265,0.1589404,0.375,0.22580645,0.27152318,0.39426523,0.66578841,0.16845878,0.23555556,28.75580484773037,-7.815310929166109,0.28314871744460046,73.79598996094937,6012
2021,"Eduardo Escobar","2 Tms",440,0.08863636,0.23636364,0.375,0.2375,0.30454545,0.4475,0.75204545,0.21,0.27338129,55.905234572122225,2.6228142349220667,0.3216310677203265,98.35365650074931,6153
2021,"J.D. Martinez","BOS",407,0.08353808,0.25798526,0.32380952,0.28961749,0.35221675,0.53551913,0.88773588,0.24590164,0.35510204,69.65498507264749,20.368746260737343,0.3749139831571156,135.05837182602536,6184
